"Length"	"GC"
"WBGene00235110"	630	0.442857142857143
"WBGene00235111"	132	0.446969696969697
"WBGene00235112"	249	0.566265060240964
"WBGene00235113"	966	0.360248447204969
"WBGene00235114"	834	0.357314148681055
"WBGene00235115"	402	0.442786069651741
"WBGene00235116"	384	0.328125
"WBGene00235117"	1158	0.38860103626943
"WBGene00235118"	411	0.364963503649635
"WBGene00235119"	420	0.45
"WBGene00235120"	580	0.451724137931034
"WBGene00235121"	956	0.455020920502092
"WBGene00235128"	304	0.332236842105263
"WBGene00235129"	105	0.371428571428571
"WBGene00235132"	87	0.540229885057471
"WBGene00235133"	384	0.411458333333333
"WBGene00235134"	168	0.386904761904762
"WBGene00235152"	548	0.361313868613139
"WBGene00235153"	281	0.405693950177936
"WBGene00235157"	183	0.355191256830601
"WBGene00235158"	831	0.446450060168472
"WBGene00235159"	99	0.464646464646465
"WBGene00235160"	134	0.507462686567164
"WBGene00235161"	132	0.522727272727273
"WBGene00235162"	63	0.555555555555556
"WBGene00235163"	304	0.302631578947368
"WBGene00235164"	688	0.361918604651163
"WBGene00235165"	744	0.471774193548387
"WBGene00235166"	89	0.348314606741573
"WBGene00235167"	129	0.403100775193798
"WBGene00235175"	97	0.43298969072165
"WBGene00235179"	102	0.42156862745098
"WBGene00235180"	104	0.413461538461538
"WBGene00235181"	115	0.373913043478261
"WBGene00235183"	102	0.392156862745098
"WBGene00235188"	102	0.411764705882353
"WBGene00235190"	153	0.42483660130719
"WBGene00235197"	112	0.491071428571429
"WBGene00235198"	108	0.351851851851852
"WBGene00235200"	109	0.403669724770642
"WBGene00235201"	88	0.420454545454545
"WBGene00235206"	149	0.456375838926175
"WBGene00235209"	102	0.411764705882353
"WBGene00235235"	121	0.40495867768595
"WBGene00235237"	75	0.52
"WBGene00235247"	102	0.411764705882353
"WBGene00235250"	86	0.511627906976744
"WBGene00235251"	89	0.617977528089888
"WBGene00235252"	82	0.5
"WBGene00235254"	322	0.453416149068323
"WBGene00235255"	279	0.390681003584229
"WBGene00235256"	378	0.317460317460317
"WBGene00235257"	174	0.477011494252874
"WBGene00235258"	156	0.455128205128205
"WBGene00235259"	271	0.416974169741697
"WBGene00235260"	117	0.393162393162393
"WBGene00235261"	162	0.438271604938272
"WBGene00235262"	105	0.504761904761905
"WBGene00235263"	171	0.461988304093567
"WBGene00235264"	228	0.486842105263158
"WBGene00235265"	270	0.385185185185185
"WBGene00235266"	869	0.416570771001151
"WBGene00235267"	1053	0.373219373219373
"WBGene00235268"	668	0.405688622754491
"WBGene00235269"	855	0.404678362573099
"WBGene00235270"	2671	0.412579558217896
"WBGene00235271"	603	0.379767827529022
"WBGene00235272"	1224	0.345588235294118
"WBGene00235273"	402	0.353233830845771
"WBGene00235274"	315	0.422222222222222
"WBGene00235275"	147	0.435374149659864
"WBGene00235276"	592	0.449324324324324
"WBGene00235277"	173	0.410404624277457
"WBGene00235278"	660	0.390909090909091
"WBGene00235279"	824	0.405339805825243
"WBGene00235280"	316	0.316455696202532
"WBGene00235281"	454	0.493392070484582
"WBGene00235282"	224	0.446428571428571
"WBGene00235283"	168	0.404761904761905
"WBGene00235284"	69	0.420289855072464
"WBGene00235285"	267	0.456928838951311
"WBGene00235286"	473	0.298097251585624
"WBGene00235287"	9957	0.419403434769509
"WBGene00235288"	141	0.368794326241135
"WBGene00235289"	236	0.444915254237288
"WBGene00235290"	237	0.367088607594937
"WBGene00235291"	554	0.393501805054152
"WBGene00235292"	1122	0.336898395721925
"WBGene00235293"	296	0.402027027027027
"WBGene00235294"	340	0.408823529411765
"WBGene00235295"	588	0.445578231292517
"WBGene00235296"	147	0.387755102040816
"WBGene00235297"	273	0.377289377289377
"WBGene00235298"	174	0.46551724137931
"WBGene00235299"	162	0.320987654320988
"WBGene00235300"	396	0.426767676767677
"WBGene00235301"	300	0.41
"WBGene00235302"	102	0.352941176470588
"WBGene00235303"	99	0.464646464646465
"WBGene00235304"	123	0.471544715447154
"WBGene00235305"	252	0.436507936507937
"WBGene00235307"	1013	0.34649555774926
"WBGene00235308"	489	0.43558282208589
"WBGene00235309"	96	0.395833333333333
"WBGene00235310"	1146	0.386561954624782
"WBGene00235311"	237	0.417721518987342
"WBGene00235312"	834	0.314148681055156
"WBGene00235313"	401	0.359102244389027
"WBGene00235314"	220	0.381818181818182
"WBGene00235315"	156	0.429487179487179
"WBGene00235316"	351	0.398860398860399
"WBGene00235317"	246	0.33739837398374
"WBGene00235318"	256	0.34375
"WBGene00235319"	354	0.406779661016949
"WBGene00235320"	228	0.447368421052632
"WBGene00235321"	96	0.510416666666667
"WBGene00235322"	102	0.362745098039216
"WBGene00235323"	187	0.315508021390374
"WBGene00235324"	618	0.37378640776699
"WBGene00235325"	587	0.335604770017036
"WBGene00235326"	336	0.458333333333333
"WBGene00235327"	720	0.373611111111111
"WBGene00235328"	234	0.44017094017094
"WBGene00235329"	186	0.397849462365591
"WBGene00235330"	273	0.388278388278388
"WBGene00235331"	198	0.368686868686869
"WBGene00235332"	447	0.380313199105145
"WBGene00235333"	326	0.377300613496933
"WBGene00235334"	414	0.446859903381642
"WBGene00235335"	96	0.53125
"WBGene00235336"	105	0.304761904761905
"WBGene00235338"	1030	0.36504854368932
"WBGene00235339"	270	0.52962962962963
"WBGene00235340"	1763	0.485536018150879
"WBGene00235341"	211	0.350710900473934
"WBGene00235342"	75	0.466666666666667
"WBGene00235343"	75	0.506666666666667
"WBGene00235346"	392	0.326530612244898
"WBGene00235348"	172	0.366279069767442
"WBGene00235350"	972	0.347736625514403
"WBGene00235351"	280	0.360714285714286
"WBGene00235352"	2353	0.341266468338292
"WBGene00235353"	460	0.441304347826087
"WBGene00235354"	849	0.369846878680801
"WBGene00235355"	921	0.449511400651466
"WBGene00235356"	403	0.332506203473945
"WBGene00235357"	72	0.430555555555556
"WBGene00235358"	453	0.448123620309051
"WBGene00235359"	336	0.446428571428571
"WBGene00235361"	264	0.416666666666667
"WBGene00235362"	648	0.425925925925926
"WBGene00235363"	159	0.490566037735849
"WBGene00235364"	159	0.515723270440252
"WBGene00235365"	164	0.50609756097561
"WBGene00235366"	111	0.468468468468468
"WBGene00235367"	301	0.501661129568106
"WBGene00235368"	588	0.433673469387755
"WBGene00235369"	555	0.52972972972973
"WBGene00235370"	420	0.438095238095238
"WBGene00235371"	813	0.364083640836408
"WBGene00235372"	232	0.491379310344828
"WBGene00235373"	234	0.474358974358974
"WBGene00235374"	432	0.421296296296296
"WBGene00235375"	758	0.340369393139842
"WBGene00235376"	1420	0.345070422535211
"WBGene00235377"	588	0.474489795918367
"WBGene00235378"	128	0.375
"WBGene00235379"	147	0.530612244897959
"WBGene00235380"	186	0.403225806451613
"WBGene00235381"	719	0.496522948539638
"WBGene00235382"	424	0.530660377358491
"WBGene00235383"	1717	0.474082702387886
"WBGene00235385"	921	0.41585233441911
"WBGene00235386"	116	0.482758620689655
"WBGene00235387"	557	0.377019748653501
"WBGene00235388"	552	0.509057971014493
"WBGene00235389"	176	0.539772727272727
"WBGene00235390"	213	0.408450704225352
"WBGene00235391"	598	0.352842809364548
"WBGene00236785"	198	0.494949494949495
"WBGene00236786"	749	0.345794392523364
"WBGene00236787"	247	0.275303643724696
"WBGene00236788"	596	0.345637583892617
"WBGene00236789"	326	0.389570552147239
"WBGene00236797"	1324	0.393504531722054
"WBGene00236798"	969	0.503611971104231
"WBGene00236799"	802	0.420199501246883
"WBGene00236800"	1137	0.414248021108179
"WBGene00236806"	303	0.438943894389439
"WBGene00236807"	331	0.429003021148036
"WBGene00236808"	171	0.444444444444444
"WBGene00236809"	1325	0.347924528301887
"WBGene00249808"	861	0.282229965156794
"WBGene00249812"	21	0.428571428571429
"WBGene00249813"	19	0.315789473684211
"WBGene00249814"	19	0.368421052631579
"WBGene00249815"	218	0.348623853211009
"WBGene00249816"	333	0.348348348348348
"WBGene00249817"	549	0.397085610200364
"WBGene00249825"	432	0.391203703703704
"WBGene00249826"	2329	0.318162301416917
"WBGene00255375"	430	0.411627906976744
"WBGene00255420"	405	0.419753086419753
"WBGene00255426"	605	0.439669421487603
"WBGene00255435"	375	0.373333333333333
"WBGene00255441"	185	0.459459459459459
"WBGene00255457"	228	0.403508771929825
"WBGene00255469"	586	0.447098976109215
"WBGene00255522"	216	0.398148148148148
"WBGene00255543"	101	0.346534653465347
"WBGene00255545"	150	0.42
"WBGene00255546"	969	0.436532507739938
"WBGene00255549"	447	0.409395973154362
"WBGene00255550"	438	0.420091324200913
"WBGene00255553"	306	0.405228758169935
"WBGene00255560"	61	0.409836065573771
"WBGene00255561"	61	0.409836065573771
"WBGene00255562"	68	0.544117647058823
"WBGene00255563"	62	0.548387096774194
"WBGene00255564"	58	0.258620689655172
"WBGene00255565"	61	0.327868852459016
"WBGene00255566"	56	0.535714285714286
"WBGene00255567"	64	0.40625
"WBGene00255568"	71	0.436619718309859
"WBGene00255569"	61	0.573770491803279
"WBGene00255570"	74	0.310810810810811
"WBGene00255571"	62	0.532258064516129
"WBGene00255572"	74	0.594594594594595
"WBGene00255573"	69	0.463768115942029
"WBGene00255574"	62	0.516129032258065
"WBGene00255575"	57	0.526315789473684
"WBGene00255576"	62	0.5
"WBGene00255577"	67	0.447761194029851
"WBGene00255578"	60	0.583333333333333
"WBGene00255579"	56	0.464285714285714
"WBGene00255580"	65	0.6
"WBGene00255581"	60	0.35
"WBGene00255582"	57	0.298245614035088
"WBGene00255583"	62	0.532258064516129
"WBGene00255584"	77	0.545454545454545
"WBGene00255586"	84	0.321428571428571
"WBGene00255587"	62	0.516129032258065
"WBGene00255588"	72	0.222222222222222
"WBGene00255594"	474	0.394514767932489
"WBGene00255595"	659	0.301972685887709
"WBGene00255596"	879	0.48122866894198
"WBGene00255597"	574	0.425087108013937
"WBGene00255598"	1106	0.459312839059675
"WBGene00255600"	1335	0.364044943820225
"WBGene00255605"	287	0.372822299651568
"WBGene00255606"	261	0.348659003831418
"WBGene00255607"	260	0.457692307692308
"WBGene00255611"	162	0.450617283950617
"WBGene00255702"	258	0.329457364341085
"WBGene00255703"	729	0.318244170096022
"WBGene00255704"	165	0.515151515151515
"WBGene00255709"	185	0.394594594594595
"WBGene00255714"	666	0.387387387387387
"WBGene00255728"	645	0.452713178294574
"WBGene00255729"	258	0.39922480620155
"WBGene00255730"	1232	0.460227272727273
"WBGene00255731"	720	0.383333333333333
"WBGene00255732"	711	0.374120956399437
"WBGene00255733"	759	0.376811594202899
"WBGene00255736"	752	0.42686170212766
"WBGene00268189"	756	0.334656084656085
"WBGene00268190"	401	0.391521197007481
"WBGene00268191"	259	0.401544401544402
"WBGene00268192"	627	0.347687400318979
"WBGene00268193"	581	0.327022375215146
"WBGene00268194"	795	0.381132075471698
"WBGene00268196"	313	0.380191693290735
"WBGene00268197"	249	0.606425702811245
"WBGene00268198"	444	0.40990990990991
"WBGene00268199"	567	0.403880070546737
"WBGene00268202"	668	0.407185628742515
"WBGene00268203"	723	0.402489626556017
"WBGene00268204"	161	0.571428571428571
"WBGene00268205"	231	0.324675324675325
"WBGene00268206"	1006	0.371769383697813
"WBGene00268207"	833	0.346938775510204
"WBGene00268208"	157	0.445859872611465
"WBGene00268209"	213	0.431924882629108
"WBGene00268210"	470	0.382978723404255
"WBGene00268211"	441	0.387755102040816
"WBGene00268212"	81	0.419753086419753
"WBGene00268213"	665	0.389473684210526
"WBGene00268214"	284	0.376760563380282
"WBGene00268215"	225	0.337777777777778
"WBGene00268216"	460	0.432608695652174
"WBGene00269331"	450	0.42
"WBGene00269332"	477	0.368972746331237
"WBGene00269333"	922	0.38177874186551
"WBGene00269336"	354	0.449152542372881
"WBGene00269337"	356	0.418539325842697
"WBGene00269338"	742	0.415094339622642
"WBGene00269346"	234	0.44017094017094
"WBGene00269352"	78	0.371794871794872
"WBGene00269355"	664	0.396084337349398
"WBGene00269373"	1093	0.438243366880146
"WBGene00269376"	516	0.310077519379845
"WBGene00269378"	908	0.39647577092511
"WBGene00269379"	902	0.368070953436807
"WBGene00269381"	413	0.37046004842615
"WBGene00269382"	318	0.358490566037736
"WBGene00269383"	441	0.301587301587302
"WBGene00269384"	485	0.391752577319588
"WBGene00269385"	267	0.348314606741573
"WBGene00269386"	419	0.503579952267303
"WBGene00269387"	753	0.382470119521912
"WBGene00269388"	904	0.413716814159292
"WBGene00269389"	748	0.439839572192513
"WBGene00269390"	665	0.473684210526316
"WBGene00269391"	123	0.447154471544715
"WBGene00269392"	420	0.326190476190476
"WBGene00269393"	384	0.369791666666667
"WBGene00269394"	337	0.433234421364985
"WBGene00269419"	729	0.364883401920439
"WBGene00269420"	798	0.413533834586466
"WBGene00269421"	364	0.392857142857143
"WBGene00269422"	279	0.3584229390681
"WBGene00269423"	115	0.356521739130435
"WBGene00269424"	861	0.291521486643438
"WBGene00269425"	1026	0.419103313840156
"WBGene00269426"	282	0.404255319148936
"WBGene00269427"	195	0.358974358974359
"WBGene00269428"	194	0.355670103092784
"WBGene00269429"	315	0.428571428571429
"WBGene00269430"	705	0.356028368794326
"WBGene00269431"	289	0.373702422145329
"WBGene00269432"	967	0.37952430196484
"WBGene00269433"	468	0.450854700854701
"WBGene00269434"	645	0.417054263565891
"WBGene00269435"	384	0.447916666666667
"WBGene00269436"	1103	0.410698096101541
"WBGene00269437"	234	0.512820512820513
"WBGene00269438"	620	0.396774193548387
"WBGene00270290"	968	0.383264462809917
"WBGene00270291"	639	0.367762128325509
"WBGene00270292"	867	0.372549019607843
"WBGene00270293"	422	0.369668246445498
"WBGene00270303"	828	0.349033816425121
"WBGene00270309"	579	0.386873920552677
"WBGene00270318"	340	0.382352941176471
"WBGene00270319"	262	0.427480916030534
"WBGene00270320"	1088	0.386029411764706
"WBGene00270321"	990	0.437373737373737
"WBGene00270322"	1330	0.412781954887218
"WBGene00271414"	793	0.37452711223203
"WBGene00271415"	1110	0.326126126126126
"WBGene00271437"	879	0.397042093287827
"WBGene00271444"	558	0.349462365591398
"WBGene00271567"	451	0.407982261640798
"WBGene00271577"	1083	0.361034164358264
"WBGene00271598"	516	0.375968992248062
"WBGene00271605"	2001	0.352823588205897
"WBGene00271606"	411	0.396593673965937
"WBGene00271632"	338	0.357988165680473
"WBGene00271633"	316	0.379746835443038
"WBGene00271634"	292	0.366438356164384
"WBGene00271635"	418	0.361244019138756
"WBGene00271636"	376	0.462765957446808
"WBGene00271637"	376	0.417553191489362
"WBGene00271638"	550	0.341818181818182
"WBGene00271639"	185	0.4
"WBGene00271640"	360	0.391666666666667
"WBGene00271641"	175	0.297142857142857
"WBGene00271642"	968	0.400826446280992
"WBGene00271643"	323	0.461300309597523
"WBGene00271644"	361	0.379501385041551
"WBGene00271645"	264	0.34469696969697
"WBGene00271646"	396	0.318181818181818
"WBGene00271647"	756	0.355820105820106
"WBGene00271648"	361	0.39612188365651
"WBGene00271649"	326	0.365030674846626
"WBGene00271650"	577	0.341421143847487
"WBGene00271651"	303	0.35973597359736
"WBGene00271652"	445	0.348314606741573
"WBGene00271653"	290	0.4
"WBGene00271654"	217	0.350230414746544
"WBGene00271655"	215	0.334883720930233
"WBGene00271656"	240	0.4125
"WBGene00271657"	129	0.395348837209302
"WBGene00271694"	817	0.358629130966952
"WBGene00271701"	640	0.3640625
"WBGene00271703"	393	0.407124681933842
"WBGene00271706"	474	0.419831223628692
"WBGene00271707"	684	0.35233918128655
"WBGene00271715"	1059	0.368271954674221
"WBGene00271716"	568	0.369718309859155
"WBGene00271744"	1341	0.431767337807606
"WBGene00271774"	402	0.5
"WBGene00271775"	554	0.393501805054152
"WBGene00271776"	222	0.418918918918919
"WBGene00271777"	207	0.502415458937198
"WBGene00271778"	643	0.393468118195956
"WBGene00271779"	281	0.352313167259786
"WBGene00271780"	120	0.425
"WBGene00271781"	518	0.374517374517374
"WBGene00271786"	963	0.382139148494289
"WBGene00271788"	353	0.373937677053824
"WBGene00271789"	324	0.410493827160494
"WBGene00271790"	329	0.428571428571429
"WBGene00271791"	729	0.395061728395062
"WBGene00271792"	330	0.403030303030303
"WBGene00271795"	739	0.395128552097429
"WBGene00271796"	391	0.312020460358056
"WBGene00271797"	558	0.349462365591398
"WBGene00271798"	844	0.335308056872038
"WBGene00271799"	389	0.359897172236504
"WBGene00271800"	389	0.359897172236504
"WBGene00271801"	537	0.391061452513966
"WBGene00271802"	949	0.40463645943098
"WBGene00271803"	498	0.451807228915663
"WBGene00271804"	450	0.415555555555556
"WBGene00271805"	947	0.384371700105597
"WBGene00271806"	168	0.380952380952381
"WBGene00271807"	312	0.407051282051282
"WBGene00271808"	342	0.37719298245614
"WBGene00271809"	385	0.464935064935065
"WBGene00271810"	344	0.313953488372093
"WBGene00271811"	432	0.356481481481481
"WBGene00271812"	677	0.295420974889217
"WBGene00271813"	160	0.55625
"WBGene00271815"	400	0.3775
"WBGene00271816"	657	0.508371385083714
"WBGene00271817"	624	0.302884615384615
"WBGene00271818"	724	0.301104972375691
"WBGene00271819"	312	0.413461538461538
"WBGene00271820"	1093	0.398902104300091
"WBGene00271821"	300	0.42
"WBGene00271822"	258	0.321705426356589
"WBGene00271823"	275	0.476363636363636
"WBGene00271824"	573	0.397905759162304
"WBGene00271827"	382	0.476439790575916
"WBGene00271830"	235	0.331914893617021
"WBGene00271831"	303	0.333333333333333
"WBGene00271832"	291	0.398625429553265
"WBGene00271837"	273	0.366300366300366
"WBGene00284844"	324	0.348765432098765
"WBGene00284845"	264	0.393939393939394
"WBGene00284846"	395	0.359493670886076
"WBGene00284847"	332	0.295180722891566
"WBGene00284848"	416	0.310096153846154
"WBGene00284849"	600	0.348333333333333
"WBGene00284850"	406	0.399014778325123
"WBGene00284851"	186	0.370967741935484
"WBGene00284852"	228	0.346491228070175
"WBGene00284853"	237	0.430379746835443
